DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_TIME,DEP_DELAY,CANCELLED,DIVERTED,DISTANCE
4,5,B6,MCO,1222.0,-8.0,0.0,0.0,1214.0
1,2,EV,ATL,842.0,9.0,0.0,0.0,151.0
27,7,WN,MDW,1540.0,0.0,0.0,0.0,997.0
14,1,B6,BOS,559.0,-1.0,0.0,0.0,1237.0
14,1,XE,BIS,1437.0,-10.0,0.0,0.0,716.0
12,6,AA,DFW,2010.0,-5.0,0.0,0.0,761.0
16,3,AA,DFW,1827.0,-8.0,0.0,0.0,936.0
1,2,US,PVD,1734.0,29.0,0.0,0.0,683.0
11,5,XE,EWR,1737.0,67.0,0.0,0.0,708.0
22,2,WN,LAS,925.0,0.0,0.0,0.0,1069.0
8,2,US,RIC,637.0,-8.0,0.0,0.0,257.0
27,7,DL,ATL,2153.0,3.0,0.0,0.0,577.0
10,4,DL,DEN,1806.0,4.0,0.0,0.0,680.0
22,2,US,PHX,1444.0,-1.0,0.0,0.0,325.0
14,1,MQ,ORD,1202.0,2.0,0.0,0.0,606.0
18,5,OO,MAF,1321.0,12.0,0.0,0.0,563.0
27,7,MQ,ORD,1038.0,-7.0,0.0,0.0,510.0
10,4,FL,BMI,1759.0,12.0,0.0,0.0,533.0
18,5,XE,IAH,735.0,-5.0,0.0,0.0,984.0
5,6,AA,MCI,1200.0,-5.0,0.0,0.0,460.0
9,3,OO,ORD,632.0,-4.0,0.0,0.0,157.0
2,3,OO,PSC,514.0,-6.0,0.0,0.0,521.0
13,7,DL,BDL,1028.0,-3.0,0.0,0.0,859.0
30,3,YV,IAD,1659.0,-6.0,0.0,0.0,229.0
30,3,DL,MSP,1709.0,-5.0,0.0,0.0,334.0
20,7,AA,DFW,1702.0,-3.0,0.0,0.0,1121.0
11,5,WN,MCI,850.0,0.0,0.0,0.0,460.0
11,5,XE,CLT,1342.0,-8.0,0.0,0.0,430.0
18,5,DL,MSP,914.0,-1.0,0.0,0.0,1589.0
27,7,AS,SIT,1155.0,1.0,0.0,0.0,183.0
29,2,OO,DEN,2120.0,-10.0,0.0,0.0,260.0
24,4,OO,PDX,1420.0,0.0,0.0,0.0,838.0
7,1,CO,IAH,2123.0,-2.0,0.0,0.0,316.0
4,5,CO,IAH,1911.0,6.0,0.0,0.0,1597.0
2,3,WN,STL,811.0,-4.0,0.0,0.0,296.0
26,6,DL,LAX,2217.0,2.0,0.0,0.0,2239.0
10,4,AA,MIA,2122.0,-3.0,0.0,0.0,1121.0
27,7,MQ,ORD,1833.0,-7.0,0.0,0.0,303.0
13,7,AA,IND,1147.0,-3.0,0.0,0.0,761.0
30,3,WN,DEN,1859.0,-1.0,0.0,0.0,895.0
14,1,DL,ATL,1058.0,-2.0,0.0,0.0,271.0
18,5,AA,DFW,1318.0,-7.0,0.0,0.0,761.0
13,7,WN,SMF,938.0,3.0,0.0,0.0,647.0
23,3,WN,MDW,2219.0,-6.0,0.0,0.0,895.0
1,2,B6,LGB,652.0,2.0,0.0,0.0,353.0
8,2,AS,SNA,1756.0,1.0,0.0,0.0,978.0
30,3,EV,AVL,1056.0,26.0,0.0,0.0,164.0
13,7,WN,LAS,1257.0,-3.0,0.0,0.0,258.0
22,2,XE,MKE,1319.0,74.0,0.0,0.0,328.0
2,3,UA,LGA,1055.0,-5.0,0.0,0.0,733.0
20,7,MQ,LFT,1743.0,-12.0,0.0,0.0,351.0
7,1,YV,CLT,935.0,-5.0,0.0,0.0,488.0
27,7,XE,BTV,1200.0,-10.0,0.0,0.0,763.0
17,4,XE,CLE,1929.0,34.0,0.0,0.0,430.0
15,2,AS,ORD,1702.0,-8.0,0.0,0.0,1739.0
12,6,FL,BOS,2021.0,-13.0,0.0,0.0,464.0
10,4,MQ,LGA,749.0,-6.0,0.0,0.0,184.0
19,6,XE,EWR,1306.0,6.0,0.0,0.0,160.0
15,2,WN,BNA,929.0,-1.0,0.0,0.0,1587.0
21,1,US,PHL,1550.0,-5.0,0.0,0.0,337.0
30,3,CO,AUS,544.0,-1.0,0.0,0.0,140.0
4,5,US,DEN,51.0,-8.0,0.0,0.0,1337.0
9,3,MQ,ORD,1951.0,-4.0,0.0,0.0,501.0
24,4,WN,SNA,1319.0,-1.0,0.0,0.0,342.0
27,7,WN,BNA,1451.0,56.0,0.0,0.0,483.0
24,4,XE,LEX,528.0,-2.0,0.0,0.0,324.0
4,5,UA,DEN,852.0,35.0,0.0,0.0,862.0
7,1,WN,SAN,651.0,1.0,0.0,0.0,488.0
6,7,AA,BOS,1821.0,-9.0,0.0,0.0,1562.0
13,7,XE,ICT,658.0,-7.0,0.0,0.0,542.0
28,1,FL,ATL,1029.0,9.0,0.0,0.0,692.0
11,5,OO,CPR,1658.0,-3.0,0.0,0.0,230.0
22,2,AA,MIA,1440.0,0.0,0.0,0.0,919.0
11,5,CO,IAH,1311.0,16.0,0.0,0.0,689.0
5,6,EV,OMA,1327.0,-7.0,0.0,0.0,651.0
30,3,XE,CLE,1640.0,0.0,0.0,0.0,328.0
4,5,WN,OAK,1547.0,7.0,0.0,0.0,672.0
7,1,WN,BNA,1513.0,23.0,0.0,0.0,395.0
13,7,DL,ATL,1604.0,-1.0,0.0,0.0,606.0
23,3,EV,ATL,1033.0,-1.0,0.0,0.0,352.0
3,4,WN,SAN,1140.0,20.0,0.0,0.0,417.0
17,4,EV,IAD,817.0,-4.0,0.0,0.0,228.0
4,5,WN,ALB,557.0,-3.0,0.0,0.0,289.0
15,2,DL,SRQ,1645.0,0.0,0.0,0.0,444.0
1,2,CO,SMF,609.0,-6.0,0.0,0.0,1609.0
20,7,AA,JFK,1452.0,-3.0,0.0,0.0,944.0
30,3,WN,STL,1025.0,0.0,0.0,0.0,351.0
15,2,US,CLT,1139.0,-1.0,0.0,0.0,599.0
22,2,WN,SAN,1533.0,48.0,0.0,0.0,447.0
29,2,CO,ATL,642.0,-3.0,0.0,0.0,689.0
14,1,US,BOS,644.0,-1.0,0.0,0.0,184.0
25,5,MQ,CMH,1045.0,-15.0,0.0,0.0,479.0
28,1,WN,STL,618.0,13.0,0.0,0.0,546.0
5,6,WN,ONT,1619.0,-1.0,0.0,0.0,362.0
14,1,US,IAH,515.0,0.0,0.0,0.0,912.0
26,6,FL,DCA,754.0,-6.0,0.0,0.0,759.0
27,7,MQ,DSM,842.0,-8.0,0.0,0.0,299.0
27,7,US,CLT,1116.0,-5.0,0.0,0.0,575.0
3,4,WN,BNA,1900.0,0.0,0.0,0.0,483.0
16,3,EV,ATL,1814.0,44.0,0.0,0.0,143.0
10,4,US,CLT,921.0,-3.0,0.0,0.0,590.0
23,3,AA,ORD,1612.0,-3.0,0.0,0.0,1440.0
2,3,XE,GRR,1642.0,47.0,0.0,1.0,129.0
24,4,AS,TUS,1640.0,-5.0,0.0,0.0,1216.0
12,6,AA,SEA,1450.0,-5.0,0.0,0.0,1721.0
3,4,OO,ICT,555.0,-5.0,0.0,0.0,545.0
24,4,AS,PDX,1021.0,1.0,0.0,0.0,1739.0
10,4,MQ,DSM,1055.0,-5.0,0.0,0.0,299.0
30,3,B6,BOS,1624.0,-7.0,0.0,0.0,496.0
1,2,WN,DEN,1531.0,16.0,0.0,0.0,541.0
13,7,AA,BOS,1613.0,23.0,0.0,0.0,867.0
21,1,HA,SMF,919.0,-6.0,0.0,0.0,2462.0
18,5,F9,HOU,603.0,-2.0,0.0,0.0,883.0
1,2,CO,LAX,1709.0,-1.0,0.0,0.0,1379.0
28,1,DL,MSP,1510.0,-1.0,0.0,0.0,1020.0
8,2,YV,MRY,1215.0,-10.0,0.0,0.0,598.0
4,5,OO,SAN,1642.0,25.0,0.0,0.0,109.0
21,1,CO,EWR,1418.0,33.0,0.0,0.0,200.0
30,3,WN,BDL,759.0,19.0,0.0,0.0,1111.0
27,7,UA,LAX,1346.0,49.0,0.0,0.0,1745.0
27,7,DL,MCO,1015.0,-5.0,0.0,0.0,957.0
12,6,US,RSW,1433.0,-12.0,0.0,0.0,600.0
13,7,AA,DFW,942.0,-3.0,0.0,0.0,460.0
26,6,DL,ATL,1055.0,-5.0,0.0,0.0,1269.0
28,1,OO,ORD,1318.0,9.0,0.0,0.0,536.0
25,5,WN,RDU,1827.0,2.0,0.0,0.0,337.0
3,4,WN,BUF,803.0,3.0,0.0,0.0,281.0
25,5,AS,SNA,1118.0,-12.0,0.0,0.0,978.0
15,2,MQ,ORD,1249.0,4.0,0.0,0.0,173.0
11,5,OO,ORD,1607.0,-3.0,0.0,0.0,606.0
14,1,US,DCA,653.0,-7.0,0.0,0.0,214.0
7,1,MQ,DFW,629.0,-1.0,0.0,0.0,312.0
27,7,FL,ICT,1716.0,-3.0,0.0,0.0,782.0
29,2,B6,BOS,850.0,15.0,0.0,0.0,2381.0
13,7,WN,DAL,1731.0,1.0,0.0,0.0,546.0
13,7,B6,LGB,1713.0,7.0,0.0,0.0,387.0
16,3,AA,LAX,920.0,5.0,0.0,0.0,337.0
23,3,MQ,ORD,2220.0,-5.0,0.0,0.0,693.0
3,4,FL,ATL,1807.0,-6.0,0.0,0.0,356.0
13,7,XE,DRO,746.0,-4.0,0.0,0.0,251.0
9,3,HA,HNL,1616.0,-1.0,0.0,0.0,101.0
11,5,B6,JFK,816.0,16.0,0.0,0.0,828.0
30,3,US,CLT,1121.0,2.0,0.0,0.0,936.0
2,3,UA,SFO,907.0,7.0,0.0,0.0,2399.0
5,6,EV,ATL,1020.0,-5.0,0.0,0.0,240.0
6,7,DL,MEM,821.0,-4.0,0.0,0.0,610.0
6,7,US,MSY,904.0,-6.0,0.0,0.0,651.0
3,4,OO,SBN,1234.0,-7.0,0.0,0.0,84.0
18,5,XE,RIC,1906.0,62.0,0.0,0.0,642.0
15,2,AS,GEG,654.0,-6.0,0.0,0.0,224.0
29,2,AS,SEA,2015.0,20.0,0.0,0.0,1050.0
18,5,XE,ORD,1753.0,86.0,0.0,0.0,438.0
2,3,FL,ATL,1630.0,-6.0,0.0,0.0,406.0
28,1,WN,ELP,1420.0,0.0,0.0,0.0,714.0
20,7,WN,TPA,1127.0,2.0,0.0,0.0,997.0
5,6,MQ,JFK,1457.0,-8.0,0.0,1.0,427.0
30,3,AA,DFW,1047.0,-3.0,0.0,0.0,247.0
28,1,EV,ATL,1452.0,-3.0,0.0,0.0,434.0
20,7,F9,MKE,2010.0,20.0,0.0,0.0,1524.0
30,3,DL,DTW,1157.0,-3.0,0.0,0.0,629.0
13,7,DL,MSY,1104.0,-5.0,0.0,0.0,926.0
14,1,OO,ORF,559.0,-1.0,0.0,0.0,1201.0
13,7,US,PHL,1006.0,6.0,0.0,0.0,993.0
5,6,WN,MDW,621.0,-4.0,0.0,0.0,1521.0
13,7,WN,SEA,1510.0,5.0,0.0,0.0,1024.0
14,1,F9,DEN,1626.0,-4.0,0.0,0.0,602.0
2,3,FL,CAK,625.0,-10.0,0.0,0.0,397.0
1,2,EV,ATL,1048.0,-2.0,0.0,0.0,974.0
18,5,DL,CLT,1900.0,-3.0,0.0,0.0,930.0
3,4,WN,TPA,1155.0,0.0,0.0,0.0,869.0
25,5,YV,CLT,1412.0,-3.0,0.0,0.0,322.0
29,2,OO,LAX,1618.0,-2.0,0.0,0.0,737.0
30,3,DL,BOS,1729.0,-1.0,0.0,0.0,752.0
17,4,AA,DFW,1307.0,-3.0,0.0,0.0,1231.0
15,2,AA,DFW,2053.0,38.0,0.0,0.0,761.0
25,5,OO,PHX,1033.0,-9.0,0.0,0.0,370.0
21,1,DL,IND,639.0,19.0,0.0,0.0,231.0
4,5,DL,SRQ,1041.0,2.0,0.0,0.0,444.0
22,2,WN,FLL,914.0,-6.0,0.0,0.0,1092.0
1,2,WN,BOS,2021.0,-4.0,0.0,0.0,280.0
28,1,MQ,BNA,901.0,-4.0,0.0,0.0,562.0
3,4,WN,SNA,654.0,9.0,0.0,0.0,338.0
14,1,MQ,JFK,1650.0,-10.0,0.0,0.0,290.0
8,2,WN,FLL,849.0,-1.0,0.0,0.0,793.0
6,7,CO,BQN,241.0,-9.0,0.0,0.0,1585.0
27,7,CO,IAH,1800.0,-5.0,0.0,0.0,305.0
3,4,AS,SEA,659.0,-1.0,0.0,0.0,680.0
11,5,B6,SJU,1026.0,-4.0,0.0,0.0,1189.0
27,7,CO,LAS,2321.0,-4.0,0.0,0.0,1824.0
24,4,XE,IAH,1029.0,-3.0,0.0,0.0,878.0
1,2,OO,MRY,1440.0,-9.0,0.0,0.0,77.0
3,4,WN,SMF,1018.0,-2.0,0.0,0.0,605.0
10,4,B6,DCA,1453.0,23.0,0.0,0.0,399.0
19,6,UA,DEN,1625.0,-3.0,0.0,0.0,888.0
1,2,DL,MSP,1416.0,1.0,0.0,0.0,1299.0
27,7,WN,MSY,731.0,-4.0,0.0,0.0,488.0
6,7,CO,SLC,741.0,-4.0,0.0,0.0,1195.0
27,7,B6,FLL,1403.0,-4.0,0.0,0.0,1069.0
4,5,MQ,MOB,1105.0,-10.0,0.0,0.0,539.0
26,6,UA,SAN,742.0,-9.0,0.0,0.0,853.0
4,5,OO,SLC,1054.0,-6.0,0.0,0.0,298.0
14,1,WN,BUR,1701.0,-4.0,0.0,0.0,296.0
8,2,EV,ORD,1353.0,-7.0,0.0,0.0,773.0
20,7,DL,MSP,1738.0,-2.0,0.0,0.0,252.0
17,4,UA,SFO,1628.0,2.0,0.0,0.0,1846.0
11,5,AA,AUS,1243.0,3.0,0.0,0.0,1242.0
12,6,XE,ROC,1606.0,-5.0,0.0,0.0,528.0
20,7,DL,CHS,721.0,-4.0,0.0,0.0,259.0
13,7,EV,AEX,1119.0,20.0,0.0,0.0,500.0
19,6,WN,SEA,746.0,1.0,0.0,0.0,672.0
8,2,OO,SEA,1155.0,-5.0,0.0,0.0,965.0
29,2,US,EWR,811.0,-4.0,0.0,0.0,529.0
6,7,EV,MKE,1208.0,-2.0,0.0,0.0,237.0
25,5,YV,CLT,753.0,-7.0,0.0,0.0,599.0
29,2,AA,ONT,754.0,9.0,0.0,0.0,1188.0
7,1,WN,PHX,1734.0,-1.0,0.0,0.0,370.0
14,1,WN,SMF,2144.0,9.0,0.0,0.0,373.0
26,6,DL,ATL,1508.0,-2.0,0.0,0.0,874.0
2,3,CO,DCA,1925.0,-15.0,0.0,0.0,1208.0
9,3,XE,OKC,1150.0,-10.0,0.0,0.0,395.0
9,3,WN,ISP,1104.0,-6.0,0.0,0.0,765.0
14,1,WN,DAL,1742.0,-3.0,0.0,0.0,248.0
17,4,AA,IAH,1336.0,11.0,0.0,0.0,964.0
20,7,OO,BUR,656.0,-4.0,0.0,0.0,817.0
28,1,WN,OAK,1741.0,1.0,0.0,0.0,646.0
6,7,OO,ONT,553.0,-7.0,0.0,0.0,838.0
2,3,WN,MDW,1048.0,3.0,0.0,0.0,577.0
17,4,US,MKE,1711.0,-4.0,0.0,0.0,1460.0
3,4,WN,PVD,620.0,0.0,0.0,0.0,842.0
12,6,CO,IAH,1428.0,-2.0,0.0,0.0,1400.0
15,2,DL,GRR,618.0,-7.0,0.0,0.0,640.0
23,3,OO,LAS,1008.0,7.0,0.0,0.0,236.0
6,7,US,PHL,2035.0,0.0,0.0,0.0,268.0
30,3,UA,SNA,741.0,-6.0,0.0,0.0,846.0
30,3,OO,ELP,1423.0,-6.0,0.0,0.0,714.0
9,3,MQ,DFW,949.0,4.0,0.0,0.0,181.0
21,1,EV,ATL,1224.0,-2.0,0.0,0.0,214.0
13,7,AS,ATL,1801.0,1.0,0.0,0.0,2182.0
28,1,UA,DEN,1740.0,0.0,0.0,0.0,1491.0
22,2,US,MCO,1339.0,-6.0,0.0,0.0,861.0
14,1,WN,LAS,1052.0,-3.0,0.0,0.0,407.0
7,1,WN,PHX,2013.0,-7.0,0.0,0.0,255.0
2,3,XE,EWR,1250.0,-4.0,0.0,0.0,628.0
29,2,EV,RDU,610.0,-5.0,0.0,0.0,980.0
20,7,EV,CSG,753.0,-2.0,0.0,0.0,83.0
9,3,MQ,BUF,1207.0,17.0,0.0,0.0,473.0
28,1,MQ,CAE,1138.0,-2.0,0.0,0.0,922.0
14,1,B6,LGB,823.0,8.0,0.0,0.0,588.0
30,3,EV,SAV,555.0,-5.0,0.0,0.0,773.0
23,3,AS,PDX,1008.0,-12.0,0.0,0.0,1739.0
22,2,DL,DTW,1027.0,-5.0,0.0,0.0,405.0
11,5,AS,ORD,1943.0,3.0,0.0,0.0,1721.0
22,2,UA,DEN,1014.0,18.0,0.0,0.0,1491.0
15,2,MQ,GRR,1320.0,-5.0,0.0,0.0,931.0
13,7,WN,HOU,1058.0,-2.0,0.0,0.0,845.0
4,5,US,SNA,958.0,-2.0,0.0,0.0,338.0
22,2,DL,ATL,1511.0,-3.0,0.0,0.0,534.0
16,3,OO,TUS,1226.0,-4.0,0.0,0.0,601.0
21,1,EV,ATL,1634.0,-6.0,0.0,0.0,331.0
6,7,OO,COD,1323.0,34.0,0.0,0.0,298.0
14,1,OO,ONT,956.0,-11.0,0.0,0.0,558.0
24,4,MQ,LGA,1028.0,33.0,0.0,0.0,764.0
9,3,DL,BWI,1900.0,0.0,0.0,0.0,577.0
26,6,YV,ATL,1217.0,-5.0,0.0,0.0,534.0
18,5,DL,BWI,636.0,6.0,0.0,0.0,577.0
20,7,EV,DTW,2200.0,14.0,0.0,0.0,332.0
1,2,MQ,BOS,1454.0,-6.0,0.0,0.0,184.0
18,5,CO,EWR,1652.0,-8.0,0.0,0.0,200.0
24,4,UA,LGA,606.0,6.0,0.0,0.0,733.0
6,7,WN,LAX,1225.0,0.0,0.0,0.0,1210.0
26,6,FL,ATL,1256.0,-4.0,0.0,0.0,907.0
4,5,OO,LAX,1935.0,-1.0,0.0,0.0,156.0
28,1,YV,ELP,826.0,-4.0,0.0,0.0,347.0
14,1,MQ,EWR,2009.0,-6.0,0.0,0.0,719.0
24,4,OO,IAH,1151.0,-3.0,0.0,0.0,809.0
28,1,XE,IAH,1008.0,-2.0,0.0,0.0,429.0
3,4,MQ,OMA,1318.0,3.0,0.0,0.0,416.0
21,1,OO,SFO,2037.0,41.0,0.0,0.0,329.0
22,2,YV,PHX,950.0,-7.0,0.0,0.0,110.0
25,5,AA,TUL,558.0,-7.0,0.0,0.0,237.0
25,5,WN,MCO,1116.0,-4.0,0.0,0.0,551.0
16,3,MQ,ORD,1824.0,9.0,0.0,0.0,438.0
9,3,DL,MSP,1207.0,22.0,0.0,0.0,981.0
30,3,AA,DFW,654.0,-6.0,0.0,0.0,731.0
21,1,HA,HNL,944.0,-3.0,0.0,0.0,102.0
11,5,WN,CMH,1943.0,-2.0,0.0,0.0,283.0
8,2,MQ,LAX,1206.0,-4.0,0.0,0.0,590.0
4,5,WN,SMF,2003.0,8.0,0.0,0.0,480.0
30,3,EV,MEM,1346.0,6.0,0.0,0.0,625.0
20,7,MQ,SMF,1014.0,19.0,0.0,0.0,373.0
5,6,B6,TPA,821.0,11.0,0.0,0.0,1185.0
5,6,UA,ORD,1518.0,-7.0,0.0,0.0,1723.0
6,7,YV,LIT,1049.0,-11.0,0.0,0.0,640.0
1,2,CO,IAH,1409.0,-4.0,0.0,0.0,140.0
6,7,XE,ORD,856.0,-6.0,0.0,0.0,578.0
30,3,OO,SFO,1348.0,-9.0,0.0,0.0,522.0
11,5,OO,SFO,1021.0,-4.0,0.0,0.0,599.0
22,2,WN,MCO,1039.0,-1.0,0.0,0.0,1072.0
14,1,MQ,ORD,1151.0,6.0,0.0,0.0,178.0
2,3,WN,SEA,933.0,-2.0,0.0,0.0,697.0
7,1,UA,DEN,1545.0,1.0,0.0,0.0,1024.0
30,3,DL,MCI,615.0,-1.0,0.0,0.0,629.0
5,6,OO,MFR,824.0,0.0,0.0,0.0,329.0
3,4,UA,IAD,1921.0,17.0,0.0,0.0,1452.0
9,3,WN,PDX,812.0,-3.0,0.0,0.0,543.0
30,3,OO,SMF,655.0,-5.0,0.0,0.0,207.0
6,7,OO,MCI,1411.0,-9.0,0.0,0.0,920.0
21,1,DL,MKE,1459.0,-5.0,0.0,0.0,297.0
2,3,WN,CMH,1957.0,2.0,0.0,0.0,337.0
25,5,CO,LAS,609.0,-6.0,0.0,0.0,628.0
18,5,AA,PIT,905.0,0.0,0.0,0.0,1067.0
2,3,AS,PDX,749.0,-11.0,0.0,0.0,550.0
21,1,XE,CWA,751.0,-5.0,0.0,0.0,212.0
26,6,AA,MIA,1407.0,-3.0,0.0,0.0,1068.0
4,5,WN,RNO,639.0,-1.0,0.0,0.0,345.0
10,4,US,DTW,733.0,-7.0,0.0,0.0,1671.0
3,4,WN,ECP,1525.0,20.0,0.0,0.0,571.0
2,3,AS,LAS,1627.0,7.0,0.0,0.0,763.0
13,7,UA,SJU,1547.0,-9.0,0.0,0.0,2072.0
14,1,DL,ATL,1758.0,33.0,0.0,0.0,591.0
28,1,WN,STL,940.0,0.0,0.0,0.0,738.0
5,6,WN,TPA,1350.0,-5.0,0.0,0.0,869.0
9,3,HA,LIH,656.0,-9.0,0.0,0.0,102.0
24,4,AA,LAX,1131.0,-9.0,0.0,0.0,1797.0
28,1,WN,SJC,2127.0,-3.0,0.0,0.0,308.0
10,4,UA,DEN,1841.0,2.0,0.0,0.0,967.0
13,7,DL,PBI,1852.0,-3.0,0.0,0.0,545.0
30,3,WN,LAS,1141.0,1.0,0.0,0.0,1076.0
30,3,F9,DEN,1829.0,4.0,0.0,0.0,602.0
18,5,WN,ABQ,1741.0,1.0,0.0,0.0,328.0
17,4,WN,LBB,906.0,-4.0,0.0,0.0,342.0
28,1,US,CLT,1301.0,-3.0,0.0,0.0,808.0
21,1,DL,DTW,702.0,-3.0,0.0,0.0,983.0
16,3,F9,DEN,1607.0,67.0,0.0,0.0,770.0
17,4,DL,ATL,1210.0,0.0,0.0,0.0,366.0
16,3,DL,ATL,828.0,-5.0,0.0,0.0,669.0
13,7,OO,PSP,647.0,17.0,0.0,0.0,541.0
14,1,WN,BDL,1721.0,16.0,0.0,0.0,777.0
15,2,AA,IAH,713.0,-7.0,0.0,0.0,224.0
18,5,WN,GSP,1031.0,-4.0,0.0,0.0,449.0
14,1,DL,SFO,1303.0,-7.0,0.0,0.0,2079.0
6,7,US,PHL,1135.0,0.0,0.0,0.0,678.0
16,3,WN,BWI,1331.0,1.0,0.0,0.0,919.0
19,6,OO,MKE,1353.0,-6.0,0.0,0.0,67.0
10,4,MQ,ORD,2127.0,12.0,0.0,0.0,925.0
26,6,DL,TUL,1549.0,9.0,0.0,0.0,674.0
13,7,DL,LAX,1316.0,6.0,0.0,0.0,1979.0
18,5,OO,ONT,1652.0,-8.0,0.0,0.0,838.0
9,3,FL,ATL,845.0,0.0,0.0,0.0,594.0
13,7,DL,ATL,910.0,-5.0,0.0,0.0,594.0
14,1,DL,DCA,1006.0,6.0,0.0,0.0,547.0
7,1,DL,ATL,1234.0,-1.0,0.0,0.0,946.0
10,4,MQ,DFW,1635.0,-5.0,0.0,0.0,624.0
23,3,OO,DLH,602.0,2.0,0.0,0.0,397.0
9,3,WN,PHX,1144.0,-1.0,0.0,0.0,369.0
24,4,XE,IAH,1039.0,-6.0,0.0,0.0,834.0
2,3,DL,DTW,1547.0,-3.0,0.0,0.0,409.0
24,4,DL,MKE,953.0,4.0,0.0,0.0,669.0
10,4,OO,SMF,542.0,-3.0,0.0,0.0,373.0
14,1,MQ,DFW,1224.0,-1.0,0.0,0.0,396.0
6,7,DL,DCA,653.0,-7.0,0.0,0.0,547.0
2,3,XE,CLE,1525.0,0.0,0.0,0.0,362.0
10,4,WN,BNA,808.0,8.0,0.0,0.0,483.0
22,2,OO,COS,1250.0,62.0,0.0,0.0,911.0
12,6,XE,IAH,2117.0,-3.0,0.0,0.0,429.0
15,2,AA,MIA,1100.0,0.0,0.0,0.0,1258.0
20,7,DL,IND,1030.0,-5.0,0.0,0.0,432.0
13,7,F9,ATL,1908.0,13.0,0.0,0.0,1199.0
13,7,AS,ORD,756.0,-4.0,0.0,0.0,1721.0
11,5,AS,SFO,2109.0,29.0,0.0,0.0,679.0
11,5,OO,GCC,725.0,-1.0,0.0,0.0,313.0
22,2,US,PHL,1543.0,3.0,0.0,0.0,992.0
15,2,AA,MCI,554.0,-6.0,0.0,0.0,460.0
17,4,DL,MSP,1707.0,-3.0,0.0,0.0,1299.0
23,3,OO,DEN,1005.0,0.0,0.0,0.0,563.0
20,7,US,CLT,2226.0,6.0,0.0,0.0,449.0
3,4,US,BUF,603.0,-7.0,0.0,0.0,546.0
27,7,US,BOS,2040.0,-5.0,0.0,0.0,280.0
18,5,WN,PHX,1145.0,0.0,0.0,0.0,369.0
5,6,DL,DCA,1424.0,84.0,0.0,0.0,547.0
25,5,AS,SFO,2045.0,-10.0,0.0,0.0,421.0
3,4,MQ,ORD,1434.0,4.0,0.0,0.0,607.0
30,3,OO,YUM,1534.0,13.0,0.0,0.0,237.0
14,1,EV,ORF,1227.0,-5.0,0.0,0.0,529.0
21,1,US,PSP,656.0,-3.0,0.0,0.0,261.0
28,1,FL,ATL,1632.0,39.0,0.0,0.0,444.0
20,7,B6,PWM,1612.0,12.0,0.0,0.0,273.0
16,3,US,RSW,553.0,-7.0,0.0,0.0,993.0
19,6,EV,ATL,1028.0,-2.0,0.0,0.0,238.0
5,6,DL,AUS,534.0,-6.0,0.0,0.0,813.0
24,4,US,PHL,1008.0,-2.0,0.0,0.0,449.0
16,3,US,CLT,1130.0,2.0,0.0,0.0,130.0
9,3,FL,BWI,1018.0,-7.0,0.0,0.0,369.0
17,4,OO,LAX,1903.0,3.0,0.0,0.0,86.0
30,3,WN,BNA,558.0,-2.0,0.0,0.0,491.0
10,4,AA,SEA,1.0,21.0,0.0,0.0,1721.0
18,5,AA,STL,1439.0,-1.0,0.0,0.0,888.0
1,2,B6,PBI,1728.0,-5.0,0.0,0.0,1035.0
10,4,YV,FLG,1745.0,-10.0,0.0,0.0,119.0
11,5,DL,LGA,1634.0,14.0,0.0,0.0,963.0
20,7,DL,ATL,1403.0,-5.0,0.0,0.0,696.0
9,3,WN,SMF,1727.0,-3.0,0.0,0.0,909.0
19,6,FL,PHF,553.0,-7.0,0.0,0.0,508.0
5,6,WN,SAN,1634.0,24.0,0.0,0.0,258.0
23,3,WN,MCO,1947.0,-3.0,0.0,0.0,971.0
16,3,MQ,MAF,1819.0,-1.0,0.0,0.0,309.0
14,1,B6,MCO,1152.0,-2.0,0.0,0.0,944.0
29,2,WN,LAS,1131.0,1.0,0.0,0.0,519.0
20,7,B6,SWF,644.0,-16.0,0.0,0.0,989.0
14,1,US,PHL,1809.0,14.0,0.0,0.0,2378.0
1,2,DL,ATL,2206.0,11.0,0.0,0.0,1590.0
20,7,XE,IAH,2036.0,26.0,0.0,0.0,595.0
7,1,FL,SJU,1735.0,15.0,0.0,0.0,1565.0
8,2,DL,ATL,1902.0,-3.0,0.0,0.0,813.0
27,7,WN,FLL,1406.0,11.0,0.0,0.0,1165.0
17,4,US,ORD,554.0,4.0,0.0,0.0,599.0
21,1,HA,HNL,843.0,-3.0,0.0,0.0,163.0
27,7,WN,MCO,1927.0,-8.0,0.0,0.0,551.0
25,5,UA,SFO,857.0,-6.0,0.0,0.0,372.0
1,2,WN,MSY,755.0,-5.0,0.0,0.0,321.0
13,7,OO,MEM,1337.0,-8.0,0.0,0.0,1262.0
12,6,XE,BNA,1005.0,-5.0,0.0,0.0,409.0
22,2,AA,TPA,1850.0,10.0,0.0,0.0,929.0
18,5,UA,ORD,2057.0,-3.0,0.0,0.0,612.0
29,2,UA,IAD,942.0,-6.0,0.0,0.0,2419.0
5,6,FL,ATL,1001.0,-4.0,0.0,0.0,762.0
25,5,WN,OAK,1509.0,14.0,0.0,0.0,362.0
6,7,MQ,LGA,1458.0,-12.0,0.0,0.0,184.0
